! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0                        NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
AF14_BL.txt              BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
20.740624                Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-3.002653                alpha0      ! 0-lift angle of attack, depends on airfoil.
13.409444                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-10.404161               alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
8.054738                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.971745                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.297918                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.014811                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.082690                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
344                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
  -180.000 -0.086809  0.006000 -0.032146
  -179.000  0.027950  0.006501  0.010358
  -178.000  0.142709  0.008003  0.052587
  -177.000  0.257468  0.010504  0.094523
  -176.000  0.372227  0.013999  0.136146
  -175.000  0.486986  0.018482  0.177437
  -174.000  0.601744  0.023949  0.218377
  -173.000  0.714990  0.030390  0.258403
  -172.000  0.807463  0.037797  0.290619
  -171.000  0.830934  0.046160  0.297991
  -170.000  0.758064  0.055468  0.271296
  -169.000  0.636917  0.065709  0.228072
  -168.000  0.531437  0.076870  0.190996
  -167.000  0.462767  0.088935  0.167320
  -166.000  0.424959  0.101889  0.154762
  -165.000  0.407513  0.115717  0.149525
  -164.000  0.402487  0.130399  0.148776
  -163.000  0.404837  0.145917  0.150733
  -162.000  0.411499  0.162253  0.154323
  -161.000  0.420611  0.179384  0.158900
  -160.000  0.431017  0.197290  0.164070
  -159.000  0.441989  0.215947  0.169589
  -158.000  0.453052  0.235334  0.175301
  -157.000  0.463891  0.255424  0.181108
  -156.000  0.474295  0.276194  0.186946
  -155.000  0.484119  0.297618  0.192774
  -154.000  0.493261  0.319668  0.198566
  -153.000  0.501653  0.342317  0.204307
  -152.000  0.509246  0.365539  0.209988
  -151.000  0.516010  0.389302  0.215606
  -150.000  0.521924  0.413579  0.221158
  -149.000  0.526978  0.438340  0.226648
  -148.000  0.531167  0.463554  0.232078
  -147.000  0.534493  0.489189  0.237453
  -146.000  0.536961  0.515215  0.242777
  -145.000  0.538581  0.541600  0.248056
  -144.000  0.539364  0.568311  0.253295
  -143.000  0.539327  0.595316  0.258499
  -142.000  0.538484  0.622581  0.263673
  -141.000  0.536856  0.650074  0.268821
  -140.000  0.534461  0.677761  0.273949
  -139.000  0.531322  0.705607  0.279059
  -138.000  0.527460  0.733580  0.284154
  -137.000  0.522900  0.761645  0.289237
  -136.000  0.517664  0.789769  0.294310
  -135.000  0.511778  0.817916  0.299374
  -134.000  0.505268  0.846053  0.304429
  -133.000  0.498157  0.874146  0.309475
  -132.000  0.490473  0.902161  0.314511
  -131.000  0.482241  0.930064  0.319534
  -130.000  0.473487  0.957820  0.324543
  -129.000  0.464237  0.985398  0.329534
  -128.000  0.454517  1.012763  0.334503
  -127.000  0.444353  1.039882  0.339446
  -126.000  0.433770  1.066723  0.344357
  -125.000  0.422792  1.093253  0.349231
  -124.000  0.411446  1.119440  0.354061
  -123.000  0.399754  1.145253  0.358840
  -122.000  0.387740  1.170661  0.363560
  -121.000  0.375428  1.195634  0.368214
  -120.000  0.362840  1.220140  0.372793
  -119.000  0.349998  1.244152  0.377289
  -118.000  0.336923  1.267639  0.381692
  -117.000  0.323635  1.290575  0.385994
  -116.000  0.310154  1.312930  0.390185
  -115.000  0.296499  1.334679  0.394255
  -114.000  0.282688  1.355796  0.398194
  -113.000  0.268738  1.376255  0.401993
  -112.000  0.254666  1.396032  0.405642
  -111.000  0.240488  1.415103  0.409132
  -110.000  0.226220  1.433445  0.412453
  -109.000  0.211874  1.451036  0.415596
  -108.000  0.197464  1.467856  0.418551
  -107.000  0.183004  1.483884  0.421310
  -106.000  0.168505  1.499101  0.423864
  -105.000  0.153978  1.513488  0.426205
  -104.000  0.139147  1.527030  0.428307
  -103.000  0.124600  1.539709  0.430202
  -102.000  0.110054  1.551510  0.431863
  -101.000  0.095518  1.562420  0.433284
  -100.000  0.081000  1.572425  0.434458
   -99.000  0.066507  1.581514  0.435382
   -98.000  0.052048  1.589675  0.436050
   -97.000  0.037627  1.596899  0.436459
   -96.000  0.023252  1.603177  0.436607
   -95.000  0.008928  1.608501  0.436489
   -94.000 -0.005339  1.612867  0.436106
   -93.000 -0.019545  1.616267  0.435456
   -92.000 -0.033684  1.618698  0.434538
   -91.000 -0.047751  1.620158  0.433354
   -90.000 -0.061743  1.620644  0.431904
   -89.000 -0.075654  1.620156  0.430190
   -88.000 -0.089480  1.618694  0.428215
   -87.000 -0.103217  1.616260  0.425982
   -86.000 -0.116860  1.612858  0.423494
   -85.000 -0.130405  1.608491  0.420757
   -84.000 -0.143847  1.603164  0.417775
   -83.000 -0.157182  1.596884  0.414553
   -82.000 -0.170404  1.589657  0.411100
   -81.000 -0.183509  1.581494  0.407420
   -80.000 -0.196491  1.572403  0.403521
   -79.000 -0.209344  1.562396  0.399411
   -78.000 -0.222062  1.551483  0.395098
   -77.000 -0.234640  1.539679  0.390591
   -76.000 -0.247070  1.526998  0.385899
   -75.000 -0.259345  1.513453  0.381030
   -74.000 -0.271459  1.499063  0.375994
   -73.000 -0.283402  1.483843  0.370802
   -72.000 -0.295167  1.467812  0.365462
   -71.000 -0.306744  1.450989  0.359984
   -70.000 -0.318126  1.433395  0.354380
   -69.000 -0.329302  1.415049  0.348660
   -68.000 -0.340261  1.395975  0.342832
   -67.000 -0.350995  1.376194  0.336908
   -66.000 -0.361490  1.355731  0.330899
   -65.000 -0.371737  1.334610  0.324813
   -64.000 -0.381724  1.312857  0.318661
   -63.000 -0.391437  1.290497  0.312452
   -62.000 -0.400865  1.267556  0.306198
